課税区,課税区コード,宛名番号,氏名・名称,住所・所在地,個人番号・法人番号,課税年度,種類１取得価額,種類１評価額,種類１決定価格,種類１課税標準額,種類１資産件数,種類２取得価額,種類２評価額,種類２決定価格,種類２課税標準額,種類２資産件数,種類３取得価額,種類３評価額,種類３決定価格,種類３課税標準額,種類３資産件数,種類４取得価額,種類４評価額,種類４決定価格,種類４課税標準額,種類４資産件数,種類５取得価額,種類５評価額,種類５決定価格,種類５課税標準額,種類５資産件数,種類６取得価額,種類６評価額,種類６決定価格,種類６課税標準額,種類６資産件数,種類７取得価額,種類７評価額,種類７決定価格,種類７課税標準額,種類７資産件数,償却免点未満F,区,町,丁目,地番,所在
鶴見区,0,70002665,土地家屋調査士法人二輪たちつてと内科クリニック,鶴見区市場東中町１３番６−４−３−１１号,,2025,5311200,1897020,1897020,1897020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3755500,2653511,2653511,2653511,10,9066700,4550531,4550531,4550531,14,0,0,,,,中田東２丁目９番１３−１２−７−１０号
鶴見区,0,70002673,社会保険労務士法人窓枠ＬＭＮ生命保険,鶴見区矢向４丁目１２番２０−１８−１９−２０号,,2025,11310100,3894718,3894718,3894718,12,7843400,5478911,5478911,5478911,6,117448400,6351456,6351456,6351456,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136601900,15725085,15725085,15725085,27,0,0,,,,日野５丁目１２番１９−１２−３−１４号
鶴見区,0,70002681,組合府スーパー,鶴見区北寺尾２丁目３番,,2025,3824300,2895198,2895198,2895198,6,0,0,0,0,0,70024700,17513792,17513792,17513792,8,0,0,0,0,0,16665500,1032398,1032398,1032398,11,6116100,1389118,1389118,1389118,10,96630600,22830506,22830506,22830506,35,0,0,,,,港南６丁目２番１２−２０−１５号
鶴見区,0,70002690,企業組合転入東部酪農農業,鶴見区岸谷４丁目１９番３−４−４−１１号,,2025,6929800,5619587,5619587,5619587,7,2969190,2312026,2312026,2312026,6,157526700,33637820,33637820,33637820,16,0,0,0,0,0,9920800,6798771,6798771,6798771,8,0,0,0,0,0,177346490,48368204,48368204,48368204,37,0,0,,,,笠間町５番
鶴見区,0,70002703,労働組合地域情報のメガネ,鶴見区鶴見中央２丁目１番１３−５−１７−５号,,2025,14716900,7832999,7832999,7832999,18,15876300,1607170,1607170,1607170,12,92342300,32326369,32326369,32326369,7,0,0,0,0,0,2695000,664784,664784,664784,3,326500,191294,191294,191294,3,125957000,42622616,42622616,42622616,43,0,0,,,,長津田みなみ台１丁目１２番
鶴見区,0,70002720,協同組合連合会転入の本屋,鶴見区鶴見中央４丁目１番１１−１０−２０−８号,,2025,5002200,3233127,3233127,3233127,5,20746980,6259853,6259853,6259853,12,1630000,1140050,1140050,1140050,2,0,0,0,0,0,9271300,4830101,4830101,4830101,6,2712500,1874812,1874812,1874812,6,39362980,17337943,17337943,17337943,31,0,0,,,,中原２丁目１１番８号
鶴見区,0,70002738,協業組合納付はひふへほ内科クリニック,鶴見区馬場４丁目１４番１８号,,2025,9177500,4213395,4213395,4213395,10,15905000,9405577,9405577,9405577,3,83844700,42891051,42891051,42891051,5,0,0,0,0,0,0,0,0,0,0,2163800,1800553,1800553,1800553,8,111091000,58310576,58310576,58310576,26,0,0,,,,大阪府八尾市亀井町２丁目１７番１５−１１−１２号
鶴見区,0,70002746,信用組合縦横家󠄂電,鶴見区東寺尾２丁目５番１１−５号,,2025,15272400,11707976,11707976,11707976,15,10047300,7157716,7157716,7157716,5,350662200,26049332,26049332,26049332,16,0,0,0,0,0,2518500,1966948,1966948,1966948,2,304700,186325,186325,186325,2,378805100,47068297,47068297,47068297,40,0,0,,,,中田北３丁目１４番８号
鶴見区,0,70002754,森林組合物件番号Ｏ＆Ｐ＆Ｑ生命保険,鶴見区上末吉１丁目１７番５−２−１０−９号,,2025,5904200,5109020,5109020,5109020,4,0,0,0,0,0,156089300,84547622,84547622,84547622,14,0,0,0,0,0,2295100,890026,890026,890026,4,952000,597889,597889,597889,7,165240600,91144557,91144557,91144557,29,0,0,,,,桜ケ丘２丁目９番２０−２号
鶴見区,0,70002762,蚕糸組合合算スポーツショップ,鶴見区鶴見中央１丁目３番１２−５−８−１３号,,2025,14194000,6899328,6899328,6899328,18,14189500,6030299,6030299,6030299,12,0,0,0,0,0,0,0,0,0,0,163800,127927,127927,127927,1,2911200,2033367,2033367,2033367,8,31458500,15090921,15090921,15090921,39,0,0,,,,大久保３丁目１６番１０号
鶴見区,0,70002771,振興組合家󠄂屋ＧＨＩ生命保険,鶴見区下野谷町２丁目２番１６−１９−１９−１８号,,2025,8633200,7894857,7894857,7894857,11,20000,12384,12384,12384,1,0,0,0,0,0,0,0,0,0,0,6029000,4812655,4812655,4812655,4,5111400,1135723,1135723,1135723,14,19793600,13855619,13855619,13855619,30,0,0,,,,大橋町３丁目１９番１７−５−４−２号
鶴見区,0,70002789,貸家組合減免スイミングスクール,鶴見区馬場７丁目１４番５−１１−３−１６号,,2025,10809100,3222107,3222107,3222107,10,12941280,11471791,11471791,11471791,9,80034900,52299667,52299667,52299667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103785280,66993565,66993565,66993565,36,0,0,,,,川和町１５番
鶴見区,0,70002797,健康保険組合強制学校,鶴見区東寺尾中台２番９−１−７−９号,,2025,85611836,17978485,17978485,17978485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85611836,17978485,17978485,17978485,0,0,0,,,,三ツ沢東町１５番１０−８−５−１号
鶴見区,0,70002819,漁業協同組合保険Ｒ＆Ｓ＆Ｔ生命保険,鶴見区矢向２丁目１５番１９−１５−７−５号,,2025,3712800,2608680,2608680,2608680,7,0,0,0,0,0,147751400,50326182,50326182,50326182,10,0,0,0,0,0,0,0,0,0,0,1281200,798411,798411,798411,7,152745400,53733273,53733273,53733273,24,0,0,,,,奈良３丁目４番
鶴見区,0,70002827,生活協同組合担当者ラーメン,鶴見区浜町１丁目１２番４−１６号,,2025,6143400,1590203,1590203,1590203,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3079900,1411967,1411967,1411967,3,6510600,2863006,2863006,2863006,14,15733900,5865176,5865176,5865176,28,0,0,,,,森の台２番
鶴見区,0,70002835,船主相互保険組合送付先ＬＭＮ生命保険,鶴見区潮田町３丁目３番９−１３−３−１０号,,2025,11182600,3417873,3417873,3417873,8,4593700,1490660,1490660,1490660,1,0,0,0,0,0,0,0,0,0,0,9506400,3229343,3229343,3229343,12,5054000,1739974,1739974,1739974,12,30336700,9877850,9877850,9877850,33,0,0,,,,今宿南町１６番１２−１６−５号
鶴見区,0,70002843,協会免税点さしすせそ内科クリニック,鶴見区本町通２丁目１２番９−２−１５−１８号,,2025,1005000,801066,801066,801066,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14976300,1634074,1634074,1634074,14,3820400,513517,513517,513517,12,19801700,2948657,2948657,2948657,28,0,0,,,,竹山２丁目５番９−２号
鶴見区,0,70002851,連合会高層学校,鶴見区駒岡２丁目７番１４−４−１２−１１号,,2025,47119181,9895028,9895028,9895028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47119181,9895028,9895028,9895028,0,0,0,,,,鴨居１丁目１８番
鶴見区,0,70002878,医師会滅失レンタカー,鶴見区市場西中町１１番１１−１３−９−７号,,2025,15301500,5696628,5696628,5696628,15,3905800,3440754,3440754,3440754,4,1200000,789600,789600,789600,1,0,0,0,0,0,13542800,4686716,4686716,4686716,10,0,0,0,0,0,33950100,14613698,14613698,14613698,30,0,0,,,,桂台南２丁目１５番
鶴見区,0,70002886,協力会調定なにぬねの内科クリニック,鶴見区尻手３丁目６番１２−４−１４−７号,,2025,20287700,7800936,7800936,7800936,21,360500,323368,323368,323368,1,102692600,13507100,13507100,13507100,8,0,0,0,0,0,0,0,0,0,0,1006500,749780,749780,749780,4,124347300,22381184,22381184,22381184,34,0,0,,,,川島町１２番
鶴見区,0,70002894,共済会給報Ａ＆Ｂ＆Ｃ生命保険,鶴見区下末吉４丁目４番７−１１−５−９号,,2025,14243300,11192357,11192357,11192357,11,5477500,4833858,4833858,4833858,3,27077500,8690390,8690390,8690390,3,0,0,0,0,0,4183800,3316847,3316847,3316847,4,3770800,315866,315866,315866,8,54752900,28349318,28349318,28349318,29,0,0,,,,本牧町１丁目１２番３−１６−２−２号
鶴見区,0,70002916,労働金庫滅失珈琲,鶴見区栄町通４丁目１６番１１−１５−１６−８号,,2025,1530800,1392896,1392896,1392896,3,0,0,0,0,0,8294100,414705,414705,414705,3,0,0,0,0,0,7853300,392665,392665,392665,8,3708900,612558,612558,612558,13,21387100,2812824,2812824,2812824,27,0,0,,,,みなとみらい１丁目９番
鶴見区,0,70002924,中央金庫誓約ストア,鶴見区岸谷３丁目１３番２０−１４−４−６号,,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52760761,11079759,11079759,11079759,6546,61315755,12876308,12876308,12876308,3070,114076516,23956067,23956067,23956067,9616,0,0,,,,下田町６丁目８番３号
鶴見区,0,70002932,商工会議所個人はひふへほ内科クリニック,鶴見区北寺尾３丁目１３番７−１８−１７号,,2025,11512100,3249928,3249928,3249928,11,5606600,4999492,4999492,4999492,4,0,0,0,0,0,0,0,0,0,0,5153100,2592125,2592125,2592125,5,13509000,8514981,8514981,8514981,20,35780800,19356526,19356526,19356526,40,0,0,,,,泥亀２丁目９番５−４−１１−１号
鶴見区,0,70002941,証券取引所賦課ラーメン屋,鶴見区朝日町２丁目１６番１９−９−１２−１５号,,2025,6639200,5405831,5405831,5405831,10,27058180,6353244,6353244,6353244,14,0,0,0,0,0,0,0,0,0,0,18116900,950932,950932,950932,12,193000,172763,172763,172763,2,52007280,12882770,12882770,12882770,38,0,0,,,,瀬戸ケ谷町１７番４−１０−２−１５号
鶴見区,0,70002967,企業団自治体コーヒー,鶴見区東寺尾１丁目１６番１６−７−８−１３号,,2025,5848200,4294820,4294820,4294820,7,7881500,5499747,5499747,5499747,6,56010800,20262322,20262322,20262322,3,0,0,0,0,0,16446800,2851151,2851151,2851151,14,1081000,63633,63633,63633,2,87268300,32971673,32971673,32971673,32,0,0,,,,高田町１９番
鶴見区,0,70002975,厚生年金基金最新北部酪農農業,鶴見区江ケ崎町１１番６−４−１６−１９号,,2025,2170200,980673,980673,980673,4,0,0,0,0,0,134456300,24705589,24705589,24705589,15,0,0,0,0,0,20439700,5059399,5059399,5059399,16,0,0,0,0,0,157066200,30745661,30745661,30745661,35,0,0,,,,牛久保西３丁目９番１１号
鶴見区,0,70002983,郵便局扶養設定北部酪農農業,鶴見区三ツ池公園５番１−１−２０−１０号,,2025,4247600,2982491,2982491,2982491,3,11096800,7132443,7132443,7132443,9,29678900,24127235,24127235,24127235,4,0,0,0,0,0,16512600,825630,825630,825630,12,0,0,0,0,0,61535900,35067799,35067799,35067799,28,0,0,,,,権太坂３丁目１４番
鶴見区,0,70002991,公社扶養ストア,鶴見区生麦４丁目９番９−１９−１−１１号,,2025,0,0,0,0,0,15595078,10930155,10930155,10930155,12,239286400,12564059,12564059,12564059,15,0,0,0,0,0,10301000,546160,546160,546160,11,125500,116589,116589,116589,1,265307978,24156963,24156963,24156963,39,0,0,,,,綱島西６丁目１０番
鶴見区,0,70003009,カンパニー口振スポーツショップ,鶴見区東寺尾東台９番１３−３−６−１５号,,2025,2419800,1869610,1869610,1869610,3,18866500,3428992,3428992,3428992,8,15468600,773430,773430,773430,4,0,0,0,0,0,7037600,3460667,3460667,3460667,8,0,0,0,0,0,43792500,9532699,9532699,9532699,23,0,0,,,,堺市堺区出島海岸通２丁６番１３−３号
鶴見区,0,70003017,リミテッド一括設定ラーメン屋,鶴見区向井町３丁目１２番８−１９−１０−１８号,,2025,2985500,2744313,2744313,2744313,5,38365000,10973105,10973105,10973105,13,9056600,4892447,4892447,4892447,7,0,0,0,0,0,16824100,10931977,10931977,10931977,11,3453800,1925965,1925965,1925965,8,70685000,31467807,31467807,31467807,44,0,0,,,,杉田４丁目１２番１８−１８号
鶴見区,0,70003033,インコーポレーション権限文房具店,鶴見区仲通２丁目６番３−１６−９−１２号,,2025,1216500,831958,831958,831958,1,15785778,7929251,7929251,7929251,11,87094200,43260809,43260809,43260809,18,0,0,0,0,0,4040500,1469749,1469749,1469749,3,2497300,1378300,1378300,1378300,13,110634278,54870067,54870067,54870067,46,0,0,,,,向井町４丁目４番２−１−１０号
鶴見区,0,70003041,都市計画ＧＨＩ生命保険,鶴見区栄町通４丁目１１番３−１８−４−２号,,2025,2365500,589024,589024,589024,3,9317490,7316792,7316792,7316792,8,169502300,67266363,67266363,67266363,23,0,0,0,0,0,4645000,1884835,1884835,1884835,4,0,0,0,0,0,185830290,77057014,77057014,77057014,38,0,0,,,,美しが丘４丁目９番３−１５−１３号
鶴見区,0,70003050,賦課期日やゆよ内科クリニック,鶴見区獅子ケ谷３丁目２番１８−３−８−２０号,,2025,27692500,7771915,7771915,7771915,17,29435790,8101459,8101459,8101459,18,65812600,29319095,29319095,29319095,3,0,0,0,0,0,3159000,2541600,2541600,2541600,3,0,0,0,0,0,126099890,47734069,47734069,47734069,41,0,0,,,,原宿５丁目１１番１２−９−３号
鶴見区,0,70003076,随時銀行,鶴見区鶴見中央３丁目１８番１−７−１３−２号,,2025,0,0,0,0,0,4995000,3201414,3201414,3201414,2,61207000,12256528,12256528,12256528,16,0,0,0,0,0,6027800,4638831,4638831,4638831,4,1003200,608152,608152,608152,8,73233000,20704925,20704925,20704925,30,0,0,,,,南太田４丁目４番１−１６号
鶴見区,0,70003084,市街地ＯＰＱ生命保険,鶴見区馬場２丁目１３番３−７−１９−１０号,,2025,6256700,5795039,5795039,5795039,4,0,0,0,0,0,109615200,6104487,6104487,6104487,5,0,0,0,0,0,7077300,3238968,3238968,3238968,6,4526700,530389,530389,530389,13,127475900,15668883,15668883,15668883,28,0,0,,,,小野町１８番５−１７−３−１７号
鶴見区,0,70003092,届出文房具店,鶴見区鶴見中央５丁目３番１９−２０−２０−１２号,,2025,5589600,2621390,2621390,2621390,8,15549800,10298520,10298520,10298520,9,0,0,0,0,0,0,0,0,0,0,3030500,1827220,1827220,1827220,4,4531000,1649727,1649727,1649727,8,28700900,16396857,16396857,16396857,29,0,0,,,,庄戸１丁目１１番２０−２０−９−１８号
鶴見区,0,70003106,全部文具,鶴見区岸谷４丁目１番１５−１３号,,2025,0,0,0,0,0,13401200,10381888,10381888,10381888,8,15645400,7564787,7564787,7564787,3,0,0,0,0,0,15719800,2455554,2455554,2455554,12,10456100,2477275,2477275,2477275,14,55222500,22879504,22879504,22879504,37,0,0,,,,中浜町１０番
鶴見区,0,70003114,課対東部酪農農業,鶴見区佃野町１８番１８−８−１９−６号,,2025,1422200,1321223,1321223,1321223,2,0,0,0,0,0,231741100,58725785,58725785,58725785,23,0,0,0,0,0,14502500,5485748,5485748,5485748,15,5385300,4133103,4133103,4133103,11,253051100,69665859,69665859,69665859,51,0,0,,,,笠間３丁目８番７−１１号
鶴見区,0,70003122,認証ＧＨＩ生命保険,鶴見区栄町通１丁目２番１３−１０−１６−５号,,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20603100,8270638,8270638,8270638,15,2783300,1544580,1544580,1544580,7,23386400,9815218,9815218,9815218,22,0,0,,,,金が谷１丁目１０番１５−１６号
鶴見区,0,70003149,納通Ｄ＆Ｅ＆Ｆ生命保険,鶴見区尻手３丁目２０番４−１６−１７−６号,,2025,7311700,1862790,1862790,1862790,6,19983678,4406137,4406137,4406137,14,102297100,13203727,13203727,13203727,9,0,0,0,0,0,4583500,3696282,3696282,3696282,2,0,0,0,0,0,134175978,23168936,23168936,23168936,31,0,0,,,,小雀町２０番１１号
鶴見区,0,70003157,総括書店,鶴見区北寺尾６丁目２０番４−１４−１−１５号,,2025,3685000,2768218,2768218,2768218,7,5088490,752459,752459,752459,2,98335700,9698182,9698182,9698182,8,0,0,0,0,0,12349200,5446407,5446407,5446407,18,990600,807063,807063,807063,3,120448990,19472329,19472329,19472329,38,0,0,,,,北海道空知郡上富良野町西１２線北２９号２０番
鶴見区,0,70003165,仮消込ＯＰＱ生命保険,鶴見区矢向２丁目２番１１−９−４−１４号,,2025,325000,222265,222265,222265,1,5588000,4298305,4298305,4298305,5,140177200,13091413,13091413,13091413,15,0,0,0,0,0,3575000,1710063,1710063,1710063,3,6376200,1587489,1587489,1587489,14,156041400,20909535,20909535,20909535,38,0,0,,,,奈良３丁目１２番
鶴見区,0,70003173,道Ｏ＆Ｐ＆Ｑ生命保険,鶴見区豊岡町１３番２０−６−２０−９号,,2025,12813700,3831205,3831205,3831205,8,645990,340311,340311,340311,3,43304800,35250568,35250568,35250568,3,0,0,0,0,0,3244000,2567455,2567455,2567455,3,466600,381972,381972,381972,3,60475090,42371511,42371511,42371511,20,0,0,,,,★沢２丁目１８番９号
鶴見区,0,70003181,領収ラーメン屋,鶴見区駒岡１丁目７番１５−１２−１４−４号,,2025,722200,663813,663813,663813,2,0,0,0,0,0,92368800,4618440,4618440,4618440,6,0,0,0,0,0,18737900,8939928,8939928,8939928,19,4156600,376591,376591,376591,10,115985500,14598772,14598772,14598772,37,0,0,,,,すみよし台１４番
鶴見区,0,70003190,政令農場,鶴見区北寺尾３丁目２０番１−５−３−４号,,2025,24955100,6674912,6674912,6674912,20,52890,49134,49134,49134,2,131761600,109364950,109364950,109364950,8,0,0,0,0,0,1182300,518935,518935,518935,2,5582100,1900545,1900545,1900545,14,163533990,118508476,118508476,118508476,46,0,0,,,,丸山台３丁目５番１−１１号
鶴見区,0,70003203,調整農場,鶴見区向井町１丁目３番１５−１６−１６−１６号,,2025,486100,451586,451586,451586,1,23717578,1901840,1901840,1901840,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397000,235119,235119,235119,2,24600678,2588545,2588545,2588545,14,0,0,,,,平戸２丁目２番１３−１号
鶴見区,0,70003211,縦覧学園,鶴見区栄町通３丁目１１番１９号,,2025,10827600,3033344,3033344,3033344,10,319990,106706,106706,106706,2,52895200,40230041,40230041,40230041,10,0,0,0,0,0,5942900,2876985,2876985,2876985,6,2272000,1397500,1397500,1397500,6,72257690,47644576,47644576,47644576,34,0,0,,,,新森町１０番９−４号
鶴見区,0,70003220,土地文房具店,鶴見区矢向５丁目１番３−１５−５−１５号,,2025,1212400,1019337,1019337,1019337,2,1390500,990338,990338,990338,1,115868400,33051837,33051837,33051837,7,0,0,0,0,0,2952800,2015040,2015040,2015040,4,762000,611589,611589,611589,3,122186100,37688141,37688141,37688141,17,0,0,,,,高島２丁目１９番１−１３−１８号
鶴見区,0,70003238,扶養設定ＬＭＮ生命保険,鶴見区佃野町３番４−５−２−４号,,2025,12401000,3092642,3092642,3092642,7,1211600,216216,216216,216216,2,0,0,0,0,0,0,0,0,0,0,21621300,5475255,5475255,5475255,18,0,0,0,0,0,35233900,8784113,8784113,8784113,27,0,0,,,,箕輪町２丁目４番１９−１０号
鶴見区,0,70003246,公的年金ＲＳＴ生命保険,鶴見区下末吉５丁目１０番２−１５−１３−２号,,2025,2797800,819495,819495,819495,6,0,0,0,0,0,46379400,34965795,34965795,34965795,4,0,0,0,0,0,12159900,7369166,7369166,7369166,9,6791600,4291330,4291330,4291330,16,68128700,47445786,47445786,47445786,35,0,0,,,,東希望が丘１８番１７−４−８−１９号
鶴見区,0,70003254,表示クリーニング,鶴見区馬場５丁目７番２０−５−１０−１号,,2025,0,0,0,0,0,3687300,2027936,2027936,2027936,5,156234300,63644951,63644951,63644951,13,0,0,0,0,0,6025800,3090675,3090675,3090675,5,2012800,239581,239581,239581,8,167960200,69003143,69003143,69003143,31,0,0,,,,堺市北区新堀町１丁１番１３号
鶴見区,0,70003271,区スーパー,鶴見区栄町通１丁目１２番１−６−５−９号,,2025,0,0,0,0,0,6811100,5618229,5618229,5618229,3,476100,388021,388021,388021,1,0,0,0,0,0,7208000,2581382,2581382,2581382,7,5687800,1412689,1412689,1412689,14,20183000,10000321,10000321,10000321,25,0,0,,,,阿久和西２丁目２０番１８号
鶴見区,0,70003289,年金の本屋,鶴見区馬場１丁目１２番１５−９−８−１８号,,2025,10442300,8189532,8189532,8189532,10,241000,196415,196415,196415,1,1677500,83875,83875,83875,3,0,0,0,0,0,4144500,894608,894608,894608,6,690000,604885,604885,604885,4,17195300,9969315,9969315,9969315,24,0,0,,,,杉田８丁目１３番４−４号
鶴見区,0,70003301,転入ドラッグストア,鶴見区北寺尾５丁目１９番１号,,2025,1001300,684784,684784,684784,2,19372690,12837433,12837433,12837433,11,188392900,61834759,61834759,61834759,19,0,0,0,0,0,12212500,4190510,4190510,4190510,9,725300,486080,486080,486080,3,221704690,80033566,80033566,80033566,44,0,0,,,,六浦東２丁目１２番８−２０号
鶴見区,0,70003319,福祉スポーツショップ,鶴見区鶴見１丁目１１番２−７−１８−１９号,,2025,1723000,1227151,1227151,1227151,2,36642958,8559920,8559920,8559920,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200700,1859575,1859575,1859575,8,40566658,11646646,11646646,11646646,38,0,0,,,,唐沢２番
鶴見区,0,70003327,印鑑銀行,鶴見区市場上町８番１５−７−１−３号,,2025,1216500,969649,969649,969649,1,47519190,12224101,12224101,12224101,16,15557200,7497825,7497825,7497825,4,0,0,0,0,0,4475000,2110871,2110871,2110871,4,2375600,1916958,1916958,1916958,6,71143490,24719404,24719404,24719404,31,0,0,,,,菊名３丁目４番
鶴見区,0,70003335,特例ＲＳＴ生命保険,鶴見区三ツ池公園１番４−７−８−１０号,,2025,4804500,3415069,3415069,3415069,5,0,0,0,0,0,158454800,12627567,12627567,12627567,11,0,0,0,0,0,0,0,0,0,0,5353200,2276209,2276209,2276209,16,168612500,18318845,18318845,18318845,32,0,0,,,,獅子ケ谷１丁目１７番４−１４−５−１１号
鶴見区,0,70003343,職権クリーニング,鶴見区寛政町１７番１６−１１−１４−１５号,,2025,263800,236628,236628,236628,1,0,0,0,0,0,230973900,125146650,125146650,125146650,15,0,0,0,0,0,6841900,4062102,4062102,4062102,5,4994500,1340332,1340332,1340332,13,243074100,130785712,130785712,130785712,34,0,0,,,,鷺山１８番１１−１３−１０−１０号
鶴見区,0,70003351,二輪電気店,鶴見区潮田町４丁目１１番１８−６−４−５号,,2025,3605800,3349787,3349787,3349787,3,9385700,2578912,2578912,2578912,10,0,0,0,0,0,0,0,0,0,0,16762800,10997100,10997100,10997100,15,11401700,3416381,3416381,3416381,15,41156000,20342180,20342180,20342180,43,0,0,,,,東山田３丁目１９番４号
鶴見区,0,70003360,調定家󠄂電,鶴見区向井町１丁目１５番１７−２−１１−５号,,2025,3765000,2900956,2900956,2900956,4,5285400,3006046,3006046,3006046,3,194468900,118489658,118489658,118489658,13,0,0,0,0,0,14770600,3319175,3319175,3319175,11,2743800,334626,334626,334626,6,221033700,128050461,128050461,128050461,37,0,0,,,,みなとみらい２丁目４番６−１８号
鶴見区,0,70003378,被保かきくけこ内科クリニック,鶴見区小野町１７番１−８−１９−８号,,2025,0,0,0,0,0,41508915,8716872,8716872,8716872,64522,119373131,25068357,25068357,25068357,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160882046,33785229,33785229,33785229,65231,0,0,,,,帷子町２丁目１６番１５号
鶴見区,0,70003386,株式会社支所のメガネ,鶴見区駒岡４丁目１５番１２−５−１７−７号,,2025,13583100,3947400,3947400,3947400,14,24306678,12755900,12755900,12755900,12,47300000,21627454,21627454,21627454,2,0,0,0,0,0,2388300,1171829,1171829,1171829,3,1698300,1372318,1372318,1372318,3,89276378,40874901,40874901,40874901,34,0,0,,,,西八朔町７番５−９号
鶴見区,0,70003394,有限会社事務ブックストア,鶴見区小野町１８番５−１−４−１２号,,2025,0,0,0,0,0,2490600,2073544,2073544,2073544,2,62930600,34026921,34026921,34026921,7,0,0,0,0,0,3450000,172500,172500,172500,2,4519700,844427,844427,844427,13,73390900,37117392,37117392,37117392,24,0,0,,,,中沢３丁目１８番６−１２−１８号
鶴見区,0,70003408,合名会社不動産取得旅館,鶴見区矢向１丁目１６番１９号,,2025,104161775,21873972,21873972,21873972,652,106576164,22380994,22380994,22380994,47994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210737939,44254966,44254966,44254966,48646,0,0,,,,上郷町６番１８−１３号
鶴見区,0,70003416,合資会社排水ケーブルテレビ,鶴見区馬場５丁目１２番,,2025,7515600,6854410,6854410,6854410,5,5505078,501822,501822,501822,5,0,0,0,0,0,0,0,0,0,0,11436300,6469142,6469142,6469142,10,7902600,1346647,1346647,1346647,25,32359578,15172021,15172021,15172021,45,0,0,,,,花之木町１丁目２０番５号
鶴見区,0,70003424,合同会社土地テレビ,鶴見区汐入町１丁目１７番,,2025,3694600,3432282,3432282,3432282,3,18402100,12173970,12173970,12173970,7,128176000,13098076,13098076,13098076,18,0,0,0,0,0,13353200,2996965,2996965,2996965,13,1983400,1547708,1547708,1547708,5,165609300,33249001,33249001,33249001,46,0,0,,,,瀬戸ケ谷町１２番１３−３−６号
鶴見区,0,70003432,相互会社原付やゆよ内科クリニック,鶴見区潮田町２丁目１７番３−１４−１６−１７号,,2025,22932300,10774414,10774414,10774414,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5185600,2388636,2388636,2388636,6,1948000,1286832,1286832,1286832,5,30065900,14449882,14449882,14449882,27,0,0,,,,上之町６番１７−１２号
鶴見区,0,70003441,区分ＸＹＺ生命保険,鶴見区上の宮２丁目１４番１７−２０−１６−３号,,2025,10525400,3143498,3143498,3143498,11,29800,24287,24287,24287,1,143226000,9667578,9667578,9667578,18,0,0,0,0,0,12420000,3502447,3502447,3502447,9,0,0,0,0,0,166201200,16337810,16337810,16337810,39,0,0,,,,六角橋２丁目７番８−３−５−８号
鶴見区,0,70003459,画像󠄄スーパー,鶴見区東寺尾１丁目８番１９−７−２０−１７号,,2025,11506976,2416464,2416464,2416464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11506976,2416464,2416464,2416464,0,0,0,,,,新子安１丁目１８番
鶴見区,0,70003467,未登記ＡＢＣ生命保険,鶴見区下野谷町３丁目１３番９−１５−１８−８号,,2025,8722200,6796272,6796272,6796272,7,10499600,7111798,7111798,7111798,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110500,149261,149261,149261,5,21332300,14057331,14057331,14057331,16,0,0,,,,領★３丁目１１番
鶴見区,0,70003483,特定目的会社通番テレビ,鶴見区馬場４丁目４番１２−１１−１−１５号,,2025,4755900,4387721,4387721,4387721,4,11454660,8800257,8800257,8800257,16,0,0,0,0,0,0,0,0,0,0,3358300,2655800,2655800,2655800,3,5418800,1979832,1979832,1979832,16,24987660,17823610,17823610,17823610,39,0,0,,,,北九州市小倉北区菜園場１丁目１５番３−２−１８号
鶴見区,0,70003491,一般社団法人道蕎麦屋,鶴見区潮田町１丁目１番１８−６−５−１３号,,2025,0,0,0,0,0,11186478,6914035,6914035,6914035,7,18777600,13472108,13472108,13472108,6,0,0,0,0,0,3270000,1349806,1349806,1349806,3,2013200,138528,138528,138528,4,35247278,21874477,21874477,21874477,20,0,0,,,,栄町通３丁目３番１５−１９−１４−１５号
鶴見区,0,70003505,公益社団法人速報ＡＢＣ生命保険,鶴見区汐入町３丁目５番３−３−１７号,,2025,12512100,9267098,9267098,9267098,11,22418300,6012484,6012484,6012484,14,0,0,0,0,0,0,0,0,0,0,8498400,3201410,3201410,3201410,9,4200000,3036117,3036117,3036117,7,47628800,21517109,21517109,21517109,41,0,0,,,,守屋町２丁目６番１７−６−１１−４号
